이름,국어,영어,수학,과학
학생1159,64,54,73,83
학생1160,89,36,63,14
학생1161,83,26,81,98
학생1162,18,51,17,6
학생1163,33,95,77,95
학생1164,86,34,31,18
학생1165,61,31,97,69
학생1166,79,87,93,86
학생1167,68,75,10,58
학생1168,36,59,90,54
학생1169,55,25,13,30
학생1170,63,60,55,70
학생1171,21,50,55,88
학생1172,98,,88,64
학생1173,88,90,62,72
학생1174,92,70,75,85
학생1175,63,60,31,70
학생1176,54,50,23,88
학생1177,64,54,73,83
학생1178,89,36,63,14
학생1179,83,26,81,98
학생1180,18,51,17,6
학생1181,73,89,73,78
학생1182,45,11,99,81
학생1183,88,10,87,7
학생1184,10,67,56,93
학생1185,97,82,93,67
학생1186,4,86,62,94
학생1187,72,47,72,89
학생1188,13,56,64,34
학생1189,46,56,39,24
학생1190,70,41,86,93
학생1191,20,88,73,46
학생1192,63,60,55,70
학생1193,21,50,55,88
학생1194,98,90,88,64
학생1195,88,90,62,72
학생1196,92,70,75,85
학생1197,63,60,31,70
학생1198,54,50,23,88
학생1199,64,54,73,83
학생1200,89,36,63,14
학생1201,83,26,81,98
학생1202,18,51,17,6
학생1203,74,85,95,70
학생1204,46,56,39,24
학생1205,70,41,86,93
학생1206,20,88,73,46
학생1207,63,60,55,70
학생1208,21,50,55,88
학생1209,98,90,88,64
학생1210,88,90,62,72
학생1211,92,70,75,85
학생1212,63,60,31,70
학생1213,54,50,23,88
학생1214,64,54,73,83
학생1215,89,36,63,14
학생1216,83,26,81,98
학생1217,18,51,17,6
학생1218,42,92,61,10
학생1219,46,56,39,24
학생1220,70,41,86,93
학생1221,20,88,73,46
학생1222,63,60,55,70
학생1223,21,50,55,88
학생1224,98,90,88,64
학생1225,88,90,62,72
학생1226,92,70,75,85
학생1227,63,60,31,70
학생1228,54,50,23,88
학생1229,64,54,73,83
학생1230,89,36,63,14
학생1231,83,26,81,98
학생1232,18,51,17,6
학생1233,62,69,84,80
학생1234,54,34,56,46
학생1235,40,67,26,96
학생1236,55,85,46,81
학생1237,35,53,86,12
학생1238,42,59,79,10
학생1239,20,83,28,69
학생1240,14,53,19,32
학생1241,77,75,75,98
학생1242,45,30,62,89
학생1243,69,47,71,90
학생1244,51,57,16,0
학생1245,28,69,8,6
학생1246,55,46,97,73
학생1247,52,79,44,16
학생1248,33,62,83,0
학생1249,79,12,53,43
학생1250,55,56,92,40
학생1251,46,56,39,24
학생1252,70,41,86,93
학생1253,20,88,73,46
학생1254,63,60,55,70
학생1255,21,50,55,88
학생1256,98,90,88,64
학생1257,88,90,62,72
학생1258,92,70,75,85
학생1259,63,60,31,70
학생1260,54,50,23,88
학생1261,64,54,73,83
학생1262,89,36,63,14
학생1263,83,26,81,98
학생1264,18,51,17,6
학생1265,46,56,39,24
학생1266,70,41,86,93
학생1267,20,88,73,46
학생1268,63,60,55,70
학생1269,21,50,55,88
학생1270,98,90,88,64
학생1271,88,90,62,72
학생1272,92,70,75,85
학생1273,63,60,31,70
학생1274,54,50,23,88
학생1275,64,54,73,83
학생1276,89,36,63,14
학생1277,83,26,81,98
학생1278,18,51,17,6
학생1279,37,27,97,62
학생1280,70,20,63,0
학생1281,98,,88,64
학생1282,88,90,62,72
학생1283,92,70,,
학생1284,63,60,31,70
학생1285,100,50,,88
학생1286,98,,88,64
학생1287,88,90,62,72
학생1288,92,70,,
학생1289,63,60,31,70
학생1290,100,50,,88
학생1291,56,49,90,44
학생1292,34,28,16,0
학생1293,37,13,9,41
학생1294,14,17,21,77
학생1295,37,20,3,77
학생1296,19,97,28,77
학생1297,57,85,33,84
학생1298,10,21,67,54
학생1299,79,74,14,59
학생1300,96,67,66,48
학생1301,46,25,54,56
학생1302,66,32,77,24
학생1303,46,25,2,12
학생1304,26,10,49,74
학생1305,97,68,65,33
학생1306,86,70,99,45
학생1307,31,62,37,82
학생1308,43,88,11,56
학생1309,6,98,96,74
학생1310,41,75,8,22
학생1311,29,45,94,70
학생1312,83,84,32,91
학생1313,91,1,53,32
학생1314,89,59,10,29
학생1315,84,58,70,25
학생1316,96,95,10,4
학생1317,83,7,64,9
학생1318,67,38,63,26
학생1319,50,72,14,86
학생1320,60,28,49,59
학생1321,71,11,49,62
학생1322,32,63,31,96
학생1323,72,6,73,22
학생1324,29,93,2,85
학생1325,,56,64,24
학생1326,98,,88,64
학생1327,88,90,62,72
학생1328,92,70,,
학생1329,63,60,31,70
학생1330,21,50,,88
학생1331,98,,88,64
학생1332,88,90,62,72
학생1333,92,70,,
학생1334,63,60,31,70
학생1335,54,50,,88
학생1336,64,3,73,83
학생1337,78,58,20,47
학생1338,13,82,57,1
학생1339,4,11,81,76
학생1340,3,25,26,67
학생1341,96,78,1,6
학생1342,78,31,70,91
학생1343,4,63,59,23
학생1344,29,67,49,28
학생1345,93,56,63,55
학생1346,57,65,12,47
학생1347,20,74,56,17
학생1348,6,61,0,20
학생1349,3,11,83,45
학생1350,4,82,88,69
학생1351,62,5,92,67
학생1352,4,12,73,73
학생1353,84,58,70,25
학생1354,96,95,10,4
학생1355,83,7,64,9
학생1356,67,38,63,26
학생1357,50,72,14,86
학생1358,60,28,49,59
학생1359,71,11,49,62
학생1360,32,63,31,96
학생1361,72,6,73,22
학생1362,29,93,2,85
학생1363,,56,64,24
학생1364,98,,88,64
학생1365,88,90,62,72
학생1366,92,70,,
학생1367,63,60,31,70
학생1368,21,50,,88
학생1369,98,,88,64
학생1370,88,90,62,72
학생1371,92,70,,
학생1372,63,60,31,70
학생1373,54,50,,88
학생1374,64,3,73,83
학생1375,83,91,32,99
학생1376,5,55,11,65
학생1377,7,40,10,3
학생1378,55,46,74,35
학생1379,97,70,20,27
학생1380,92,61,42,88
학생1381,16,10,41,55
학생1382,47,33,64,65
학생1383,14,40,90,41
학생1384,3,74,48,49
학생1385,52,64,68,85
학생1386,26,87,93,36
학생1387,30,51,30,62
학생1388,72,44,80,13
학생1389,35,49,30,41
학생1390,52,60,1,14
학생1391,12,65,86,76
학생1392,79,21,11,41
학생1393,13,33,72,92
학생1394,98,,88,64
학생1395,88,90,62,72
학생1396,92,70,,
학생1397,63,60,31,70
학생1398,100,50,,88
학생1399,98,,88,64
학생1400,88,90,62,72
학생1401,92,70,,
학생1402,63,60,31,70
학생1403,100,50,,88
학생1404,56,49,90,44
학생1405,34,28,16,0
학생1406,37,13,9,41
학생1407,14,17,21,77
학생1408,37,20,3,77
학생1409,19,97,28,77
학생1410,57,85,33,84
학생1411,10,21,67,54
학생1412,79,74,14,59
학생1413,96,67,66,48
학생1414,46,25,54,56
학생1415,66,32,77,24
학생1416,46,25,2,12
학생1417,26,10,49,74
학생1418,97,68,65,33
학생1419,86,70,99,45
학생1420,31,62,37,82
학생1421,43,88,11,56
학생1422,6,98,96,74
학생1423,41,75,8,22
학생1424,29,45,94,70
학생1425,83,84,32,91
학생1426,91,1,53,32
학생1427,89,59,10,29
학생1428,84,58,70,25
학생1429,96,95,10,4
학생1430,83,7,64,9
학생1431,67,38,63,26
학생1432,50,72,14,86
학생1433,60,28,49,59
학생1434,71,11,49,62
학생1435,32,63,31,96
학생1436,72,6,73,22
학생1437,29,93,2,85
학생1438,,56,64,24
학생1439,98,,88,64
학생1440,88,90,62,72
학생1441,92,70,,
학생1442,63,60,31,70
학생1443,21,50,,88
학생1444,98,,88,64
학생1445,88,90,62,72
학생1446,92,70,,
학생1447,63,60,31,70
학생1448,54,50,,88
학생1449,64,3,73,83
학생1450,78,58,20,47
학생1451,13,82,57,1
학생1452,4,11,81,76
학생1453,3,25,26,67
학생1454,96,78,1,6
학생1455,78,31,70,91
학생1456,4,63,59,23
학생1457,29,67,49,28
학생1458,93,56,63,55
학생1459,57,65,12,47
학생1460,20,74,56,17
학생1461,6,61,0,20
학생1462,3,11,83,45
학생1463,4,82,88,69
학생1464,62,5,92,67
학생1465,4,12,73,73
학생1466,84,58,70,25
학생1467,96,95,10,4
학생1468,83,7,64,9
학생1469,67,38,63,26
학생1470,50,72,14,86
학생1471,60,28,49,59
학생1472,71,11,49,62
학생1473,32,63,31,96
학생1474,72,6,73,22
학생1475,29,93,2,85
학생1476,,56,64,24
학생1477,98,,88,64
학생1478,88,90,62,72
학생1479,92,70,,
학생1480,63,60,31,70
학생1481,21,50,,88
학생1482,98,,88,64
학생1483,88,90,62,72
학생1484,92,70,,
학생1485,63,60,31,70
학생1486,54,50,,88
학생1487,64,3,73,83
학생1488,83,91,32,99
학생1489,5,55,11,65
학생1490,7,40,10,3
학생1491,55,46,74,35
학생1492,97,70,20,27
학생1493,92,61,42,88
학생1494,16,10,41,55
학생1495,47,33,64,65
학생1496,14,40,90,41
학생1497,3,74,48,49
학생1498,52,64,68,85
학생1499,26,87,93,36
학생1500,30,51,30,62
학생1501,72,44,80,13
학생1502,35,49,30,41
학생1503,52,60,1,14
학생1504,12,65,86,76
학생1505,79,21,11,41
학생1506,13,33,72,92
학생1507,57,68,33,33
학생1508,48,44,37,83
학생1509,66,88,81,66
학생1510,44,15,44,46
학생1511,99,2,96,90
학생1512,57,4,12,85
학생1513,4,77,57,83
학생1514,74,23,52,64
학생1515,84,58,70,25
학생1516,96,95,10,4
학생1517,83,7,64,9
학생1518,67,38,63,26
학생1519,50,72,14,86
학생1520,60,28,49,59
학생1521,71,11,49,62
학생1522,32,63,31,96
학생1523,72,6,73,22
학생1524,29,93,2,85
학생1525,,56,64,24
학생1526,98,,88,64
학생1527,88,90,62,72
학생1528,92,70,55,
학생1529,63,60,55,70
학생1530,21,50,55,88
학생1531,98,,88,64
학생1532,88,90,62,72
학생1533,92,70,75,85
학생1534,63,60,31,70
학생1535,54,50,23,88
학생1536,64,54,73,83
학생1537,89,36,63,14
학생1538,83,26,81,98
학생1539,18,51,17,6
학생1540,63,60,55,70
학생1541,21,50,55,88
학생1542,98,,88,64
학생1543,88,90,62,72
학생1544,92,70,75,85
학생1545,63,60,31,70
학생1546,54,50,23,88
학생1547,64,54,73,83
학생1548,89,36,63,14
학생1549,83,26,81,98
학생1550,18,51,17,6
학생1551,33,95,77,95
학생1552,86,34,31,18
학생1553,61,31,97,69
학생1554,79,87,93,86
학생1555,68,75,10,58
학생1556,36,59,90,54
학생1557,55,25,13,30
학생1558,63,60,55,70
학생1559,21,50,55,88
학생1560,98,,88,64
학생1561,88,90,62,72
학생1562,92,70,75,85
학생1563,63,60,31,70
학생1564,54,50,23,88
학생1565,64,54,73,83
학생1566,89,36,63,14
학생1567,83,26,81,98
학생1568,18,51,17,6
학생1569,73,89,73,78
학생1570,45,11,99,81
학생1571,88,10,87,7
학생1572,10,67,56,93
학생1573,97,82,93,67
학생1574,4,86,62,94
학생1575,72,47,72,89
학생1576,13,56,64,34
학생1577,46,56,39,24
학생1578,70,41,86,93
학생1579,20,88,73,46
학생1580,63,60,55,70
학생1581,21,50,55,88
학생1582,98,90,88,64
학생1583,88,90,62,72
학생1584,92,70,75,85
학생1585,63,60,31,70
학생1586,54,50,23,88
학생1587,64,54,73,83
학생1588,89,36,63,14
학생1589,83,26,81,98
학생1590,18,51,17,6
학생1591,74,85,95,70
학생1592,46,56,39,24
학생1593,70,41,86,93
학생1594,20,88,73,46
학생1595,63,60,55,70
학생1596,21,50,55,88
학생1597,98,90,88,64
학생1598,88,90,62,72
학생1599,92,70,75,85
학생1600,63,60,31,70
학생1601,54,50,23,88
학생1602,64,54,73,83
학생1603,89,36,63,14
학생1604,83,26,81,98
학생1605,18,51,17,6
학생1606,42,92,61,10
학생1607,46,56,39,24
학생1608,70,41,86,93
학생1609,20,88,73,46
학생1610,63,60,55,70
학생1611,21,50,55,88
학생1612,98,90,88,64
학생1613,88,90,62,72
학생1614,92,70,75,85
학생1615,63,60,31,70
학생1616,54,50,23,88
학생1617,64,54,73,83
학생1618,89,36,63,14
학생1619,83,26,81,98
학생1620,18,51,17,6
학생1621,62,69,84,80
학생1622,54,34,56,46
학생1623,40,67,26,96
학생1624,55,85,46,81
학생1625,35,53,86,12
학생1626,42,59,79,10
학생1627,20,83,28,69
학생1628,14,53,19,32
학생1629,77,75,75,98
학생1630,45,30,62,89
학생1631,69,47,71,90
학생1632,51,57,16,0
학생1633,28,69,8,6
학생1634,55,46,97,73
학생1635,52,79,44,16
학생1636,33,62,83,0
학생1637,79,12,53,43
학생1638,55,56,92,40
학생1639,46,56,39,24
학생1640,70,41,86,93
학생1641,20,88,73,46
학생1642,63,60,55,70
학생1643,21,50,55,88
학생1644,98,90,88,64
학생1645,88,90,62,72
학생1646,92,70,75,85
학생1647,63,60,31,70
학생1648,54,50,23,88
학생1649,64,54,73,83
학생1650,89,36,63,14
학생1651,83,26,81,98
학생1652,18,51,17,6
학생1653,46,56,39,24
학생1654,70,41,86,93
학생1655,20,88,73,46
학생1656,63,60,55,70
학생1657,21,50,55,88
학생1658,98,90,88,64
학생1659,88,90,62,72
학생1660,92,70,75,85
학생1661,63,60,31,70
학생1662,54,50,23,88
학생1663,64,54,73,83
학생1664,89,36,63,14
학생1665,83,26,81,98
학생1666,18,51,17,6
학생1667,37,27,97,62
학생1668,70,20,63,0
학생1669,85,98,24,53
학생1670,94,77,76,99
학생1671,96,39,77,12
학생1672,46,56,39,24
학생1673,70,41,86,93
학생1674,20,88,73,46
학생1675,63,60,55,70
학생1676,21,50,55,88
학생1677,98,90,88,64
학생1678,88,90,62,72
학생1679,46,56,39,24
학생1680,70,41,86,93
학생1681,20,88,73,46
학생1682,63,60,55,70
학생1683,21,50,55,88
학생1684,98,90,88,64
학생1685,88,90,62,72
학생1686,92,70,75,85
학생1687,63,60,31,70
학생1688,54,50,23,88
학생1689,64,54,73,83
학생1690,89,36,63,14
학생1691,83,26,81,98
학생1692,18,51,17,6
학생1693,46,56,39,24
학생1694,70,41,86,93
학생1695,20,88,73,46
학생1696,63,60,55,70
학생1697,21,50,55,88
학생1698,98,90,88,64
학생1699,88,90,62,72
학생1700,92,70,75,85
학생1701,63,60,31,70
학생1702,54,50,23,88
학생1703,46,56,39,24
학생1704,70,41,86,93
학생1705,20,88,73,46
학생1706,63,60,55,70
학생1707,21,50,55,88
학생1708,98,90,88,64
학생1709,88,90,62,72
학생1710,46,56,39,24
학생1711,70,41,86,93
학생1712,20,88,73,46
학생1713,63,60,55,70
학생1714,21,50,55,88
학생1715,98,90,88,64
학생1716,88,90,62,72
학생1717,92,70,75,85
학생1718,63,60,31,70
학생1719,54,50,23,88
학생1720,64,54,73,83
학생1721,46,56,39,24
학생1722,70,41,86,93
학생1723,20,88,73,46
학생1724,63,60,55,70
학생1725,21,50,55,88
학생1726,98,90,88,64
학생1727,88,90,62,72
학생1728,92,70,75,85
학생1729,63,60,31,70
학생1730,54,50,23,88
학생1731,46,56,39,24
학생1732,70,41,86,93
학생1733,20,88,73,46
학생1734,46,56,39,24
학생1735,70,41,86,93
학생1736,46,56,39,24
학생1737,70,41,86,93
학생1738,20,88,73,46
학생1739,63,60,55,70
학생1740,21,50,55,88
학생1741,98,90,88,64
학생1742,88,90,62,72
학생1743,92,70,75,85
학생1744,63,60,31,70
학생1745,54,50,23,88
학생1746,64,54,73,83
학생1747,89,36,63,14
학생1748,83,26,81,98
학생1749,18,51,17,6
학생1750,85,37,23,49
학생1751,90,93,65,30
학생1752,71,83,15,11
학생1753,94,6,28,69
학생1754,85,88,60,17
학생1755,32,59,16,31
학생1756,59,64,40,72
학생1757,85,73,51,6
학생1758,20,36,26,73
학생1759,46,56,39,24
학생1760,70,41,86,93
학생1761,20,88,73,46
학생1762,63,60,55,70
학생1763,21,50,55,88
학생1764,98,90,88,64
학생1765,88,90,62,72
학생1766,92,70,75,85
학생1767,63,60,31,70
학생1768,54,50,23,88
학생1769,64,54,73,83
학생1770,89,36,63,14
학생1771,83,26,81,98
학생1772,18,51,17,6
학생1773,23,61,24,30
학생1774,53,60,20,39
학생1775,46,56,39,24
학생1776,70,41,86,93
학생1777,20,88,73,46
학생1778,63,60,55,70
학생1779,21,50,55,88
학생1780,98,90,88,64
학생1781,88,90,62,72
학생1782,92,70,75,85
학생1783,63,60,31,70
학생1784,54,50,23,88
학생1785,64,54,73,83
학생1786,89,36,63,14
학생1787,83,26,81,98
학생1788,18,51,17,6
학생1789,54,50,23,88
학생1790,64,54,73,83
학생1791,89,36,63,14
학생1792,83,26,81,98
학생1793,18,51,17,6
학생1794,71,84,33,34
학생1795,64,3,39,18
학생1796,46,43,49,2
학생1797,36,72,84,28
학생1798,83,57,67,33
학생1799,33,19,69,65
학생1800,46,56,39,24
학생1801,70,41,86,93
학생1802,20,88,73,46
학생1803,63,60,55,70
학생1804,21,50,55,88
학생1805,98,90,88,64
학생1806,88,90,62,72
학생1807,92,70,75,85
학생1808,63,60,31,70
학생1809,54,50,23,88
학생1810,64,54,73,83
학생1811,89,36,63,14
학생1812,83,26,81,98
학생1813,18,51,17,6
학생1814,46,56,39,24
학생1815,70,41,86,93
학생1816,20,88,73,46
학생1817,63,60,55,70
학생1818,21,50,55,88
학생1819,98,90,88,64
학생1820,88,90,62,72
학생1821,46,56,39,24
학생1822,70,41,86,93
학생1823,20,88,73,46
학생1824,63,60,55,70
학생1825,21,50,55,88
학생1826,98,90,88,64
학생1827,88,90,62,72
학생1828,92,70,75,85
학생1829,63,60,31,70
학생1830,54,50,23,88
학생1831,64,54,73,83
학생1832,89,36,63,14
학생1833,83,26,81,98
학생1834,18,51,17,6
학생1835,46,56,39,24
학생1836,70,41,86,93
학생1837,20,88,73,46
학생1838,63,60,55,70
학생1839,21,50,55,88
학생1840,98,90,88,64
학생1841,88,90,62,72
학생1842,92,70,75,85
학생1843,63,60,31,70
학생1844,54,50,23,88
학생1845,64,54,73,83
학생1846,89,36,63,14
학생1847,83,26,81,98
학생1848,18,51,17,6
학생1849,69,66,39,59
학생1850,25,19,37,45
학생1851,21,82,20,20
학생1852,7,11,57,74
학생1853,23,32,52,99
학생1854,97,87,30,66
학생1855,53,32,23,28
학생1856,14,45,73,30
학생1857,12,52,44,37
학생1858,46,56,39,24
학생1859,70,41,86,93
학생1860,20,88,73,46
학생1861,63,60,55,70
학생1862,21,50,55,88
학생1863,98,90,88,64
학생1864,88,90,62,72
학생1865,92,70,75,85
학생1866,63,60,31,70
학생1867,54,50,23,88
학생1868,64,54,73,83
학생1869,89,36,63,14
학생1870,83,26,81,98
학생1871,18,51,17,6
학생1872,75,38,94,50
학생1873,58,74,56,27
학생1874,52,86,55,51
학생1875,62,24,72,24
학생1876,71,21,21,89
학생1877,95,67,17,86
학생1878,62,71,88,95
학생1879,46,56,39,24
학생1880,70,41,86,93
학생1881,20,88,73,46
학생1882,63,60,55,70
학생1883,21,50,55,88
학생1884,98,90,88,64
학생1885,46,56,39,24
학생1886,70,41,86,93
학생1887,20,88,73,46
학생1888,63,60,55,70
학생1889,21,50,55,88
학생1890,98,90,88,64
학생1891,88,90,62,72
학생1892,92,70,75,85
학생1893,63,60,31,70
학생1894,54,50,23,88
학생1895,64,54,73,83
학생1896,89,36,63,14
학생1897,83,26,81,98
학생1898,18,51,17,6
학생1899,98,,88,64
학생1900,88,90,62,72
학생1901,92,70,,
학생1902,63,60,31,70
학생1903,100,50,,88
학생1904,98,,88,64
학생1905,88,90,62,72
학생1906,92,70,,
학생1907,63,60,31,70
학생1908,100,50,,88
학생1909,56,49,90,44
학생1910,34,28,16,0
학생1911,37,13,9,41
학생1912,14,17,21,77
학생1913,37,20,3,77
학생1914,19,97,28,77
학생1915,57,85,33,84
학생1916,10,21,67,54
학생1917,79,74,14,59
학생1918,96,67,66,48
학생1919,46,25,54,56
학생1920,66,32,77,24
학생1921,46,25,2,12
학생1922,26,10,49,74
학생1923,97,68,65,33
학생1924,86,70,99,45
학생1925,31,62,37,82
학생1926,43,88,11,56
학생1927,6,98,96,74
학생1928,41,75,8,22
학생1929,29,45,94,70
학생1930,83,84,32,91
학생1931,91,1,53,32
학생1932,89,59,10,29
학생1933,84,58,70,25
학생1934,96,95,10,4
학생1935,83,7,64,9
학생1936,67,38,63,26
학생1937,50,72,14,86
학생1938,60,28,49,59
학생1939,71,11,49,62
학생1940,32,63,31,96
학생1941,72,6,73,22
학생1942,29,93,2,85
학생1943,,56,64,24
학생1944,98,,88,64
학생1945,88,90,62,72
학생1946,92,70,,
학생1947,63,60,31,70
학생1948,21,50,,88
학생1949,98,,88,64
학생1950,88,90,62,72
학생1951,92,70,,
학생1952,63,60,31,70
학생1953,54,50,,88
학생1954,64,3,73,83
학생1955,78,58,20,47
학생1956,13,82,57,1
학생1957,4,11,81,76
학생1958,3,25,26,67
학생1959,96,78,1,6
학생1960,78,31,70,91
학생1961,4,63,59,23
학생1962,29,67,49,28
학생1963,93,56,63,55
학생1964,57,65,12,47
학생1965,20,74,56,17
학생1966,6,61,0,20
학생1967,3,11,83,45
학생1968,4,82,88,69
학생1969,62,5,92,67
학생1970,4,12,73,73
학생1971,84,58,70,25
학생1972,96,95,10,4
학생1973,83,7,64,9
학생1974,67,38,63,26
학생1975,50,72,14,86
학생1976,60,28,49,59
학생1977,71,11,49,62
학생1978,32,63,31,96
학생1979,72,6,73,22
학생1980,29,93,2,85
학생1981,,56,64,24
학생1982,98,,88,64
학생1983,88,90,62,72
학생1984,92,70,,
학생1985,63,60,31,70
학생1986,21,50,,88
학생1987,98,,88,64
학생1988,88,90,62,72
학생1989,92,70,,
학생1990,63,60,31,70
학생1991,54,50,,88
학생1992,64,3,73,83
학생1993,83,91,32,99
학생1994,5,55,11,65
학생1995,7,40,10,3
학생1996,55,46,74,35
학생1997,97,70,20,27
학생1998,92,61,42,88
학생1999,16,10,41,55
학생2000,47,33,64,65
학생2001,14,40,90,41
학생2002,3,74,48,49
학생2003,52,64,68,85
학생2004,26,87,93,36
학생2005,30,51,30,62
학생2006,72,44,80,13
학생2007,35,49,30,41
학생2008,52,60,1,14
학생2009,12,65,86,76
학생2010,79,21,11,41
학생2011,13,33,72,92
학생2012,57,68,33,33
학생2013,48,44,37,83
학생2014,66,88,81,66
학생2015,44,15,44,46
학생2016,99,2,96,90
학생2017,57,4,12,85
학생2018,4,77,57,83
학생2019,74,23,52,64
학생2020,84,58,70,25
학생2021,96,95,10,4
학생2022,83,7,64,9
학생2023,67,38,63,26
학생2024,50,72,14,86
학생2025,60,28,49,59
학생2026,71,11,49,62
학생2027,32,63,31,96
학생2028,72,6,73,22
학생2029,29,93,2,85
학생2030,,56,64,24
학생2031,98,,88,64
학생2032,88,90,62,72
학생2033,92,70,55,
학생2034,63,60,55,70
